Joshua Project People Group Data

PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
16770,PK,bgp,0,"Balochi, Eastern","Balochi, Eastern",S,40
16770,PK,gju,0,Gujari,Gujari,S,6550
16770,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,240
16770,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,3340
16770,PK,kas,0,Kashmiri,Kashmiri,S,190
16770,PK,mki,0,Dhatki,Dhatki,S,510
16770,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,430
16770,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,160
16770,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,7740
16770,PK,scl,0,Shina,Shina,S,6300
16770,PK,skr,0,Saraiki,Saraiki,P,8360
16770,PK,snd,0,Sindhi,Sindhi,S,7720
16770,PK,urd,0,Urdu,Urdu,S,8350
16781,PK,kfr,0,Kacchi,Kacchi,S,120
16781,PK,mki,0,Dhatki,Dhatki,S,1230
16781,PK,snd,0,Sindhi,Sindhi,P,6139
16792,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,120
16792,PK,kas,0,Kashmiri,Kashmiri,S,20
16792,PK,mki,0,Dhatki,Dhatki,S,40
16792,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,60
16792,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,30
16792,PK,snd,0,Sindhi,Sindhi,P,1010
16792,PK,urd,0,Urdu,Urdu,S,820
16794,PK,kfr,0,Kacchi,Kacchi,S,300
16794,PK,mki,0,Dhatki,Dhatki,S,4350
16794,PK,skr,0,Saraiki,Saraiki,S,150
16794,PK,snd,0,Sindhi,Sindhi,P,8000
16803,PK,bft,0,Balti,Balti,P,1220
16821,PK,snd,0,Sindhi,Sindhi,P,2940
16829,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,1060
16829,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,60
16829,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,310
16829,PK,skr,0,Saraiki,Saraiki,P,22180
16829,PK,snd,0,Sindhi,Sindhi,S,510
16829,PK,urd,0,Urdu,Urdu,S,1060
16842,PK,knn,0,Konkani,Konkani,S,800
16842,PK,snd,0,Sindhi,Sindhi,P,14280
16842,PK,urd,0,Urdu,Urdu,S,120
16871,PK,gas,0,"Garasia, Adiwasi","Garasia, Adiwasi",S,830
16871,PK,mki,0,Dhatki,Dhatki,P,7050
16871,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,150
16871,PK,rwr,0,"Marwari (India)","Marwari (India)",S,500
16871,PK,skr,0,Saraiki,Saraiki,S,150
16871,PK,snd,0,Sindhi,Sindhi,S,6360
16878,PK,mki,0,Dhatki,Dhatki,S,5100
16878,PK,skr,0,Saraiki,Saraiki,S,600
16878,PK,snd,0,Sindhi,Sindhi,P,11700
16879,PK,bft,0,Balti,Balti,S,46079
16879,PK,bsk,0,Burushaski,Burushaski,S,2225
16879,PK,btv,0,Bateri,Bateri,S,12000
16879,PK,clh,0,Chilisso,Chilisso,S,2050
16879,PK,gju,0,Gujari,Gujari,S,718780
16879,PK,gwc,0,Gawri,Gawri,S,38700
16879,PK,gwf,0,Gowro,Gowro,S,50
16879,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,33160
16879,PK,hno,0,"Hindko, Northern","Hindko, Northern",P,981800
16879,PK,kas,0,Kashmiri,Kashmiri,S,36380
16879,PK,khw,0,Khowar,Khowar,S,18110
16879,PK,mvy,0,"Kohistani, Indus","Kohistani, Indus",S,10400
16879,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,174390
16879,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,258800
16879,PK,plk,0,"Shina, Kohistani","Shina, Kohistani",S,11400
16879,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,10240
16879,PK,prx,0,Purig,Purig,S,4100
16879,PK,pst,0,"Pashto, Central","Pashto, Central",S,450
16879,PK,scl,0,Shina,Shina,S,61440
16879,PK,skr,0,Saraiki,Saraiki,S,1780
16879,PK,trw,0,Torwali,Torwali,S,24800
16879,PK,urd,0,Urdu,Urdu,S,60480
16879,PK,ush,0,Ushojo,Ushojo,S,1100
16911,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,40
16911,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,150
16911,PK,mki,0,Dhatki,Dhatki,S,260
16911,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,50
16911,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,100
16911,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,4640
16911,PK,skr,0,Saraiki,Saraiki,P,4720
16911,PK,snd,0,Sindhi,Sindhi,S,2650
16911,PK,urd,0,Urdu,Urdu,S,2340
16961,PK,bft,0,Balti,Balti,S,25
16961,PK,bgn,0,"Balochi, Western","Balochi, Western",S,20
16961,PK,bgq,0,Bagri,Bagri,S,
16961,PK,bsk,0,Burushaski,Burushaski,S,60
16961,PK,eng,0,English,English,S,3500
16961,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,6465
16961,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,282
16961,PK,kfr,0,Kacchi,Kacchi,S,40
16961,PK,mki,0,Dhatki,Dhatki,S,212
16961,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,5810
16961,PK,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,40
16961,PK,pbt,0,"Pashto, Southern","Pashto, Southern",S,60
16961,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,40
16961,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,3875
16961,PK,pnb,0,"Punjabi, Western","Punjabi, Western",P,207448
16961,PK,scl,0,Shina,Shina,S,130
16961,PK,skr,0,Saraiki,Saraiki,S,85557
16961,PK,snd,0,Sindhi,Sindhi,S,18573
16961,PK,urd,0,Urdu,Urdu,S,11780
17010,PK,pnb,0,"Punjabi, Western","Punjabi, Western",P,2030
17127,PK,kfr,0,Kacchi,Kacchi,S,250
17127,PK,snd,0,Sindhi,Sindhi,P,980
17129,PK,kfr,0,Kacchi,Kacchi,S,80
17129,PK,mki,0,Dhatki,Dhatki,S,600
17129,PK,snd,0,Sindhi,Sindhi,P,1700
17156,PK,kfr,0,Kacchi,Kacchi,S,375
17156,PK,mki,0,Dhatki,Dhatki,S,3330
17156,PK,skr,0,Saraiki,Saraiki,S,300
17156,PK,snd,0,Sindhi,Sindhi,P,8390
17161,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,120
17161,PK,mki,0,Dhatki,Dhatki,S,120
17161,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,1680
17161,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,4480
17161,PK,skr,0,Saraiki,Saraiki,P,7910
17161,PK,snd,0,Sindhi,Sindhi,S,250
17162,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,700
17162,PK,skr,0,Saraiki,Saraiki,P,2620
17162,PK,snd,0,Sindhi,Sindhi,S,2390
17177,PK,bgn,0,"Balochi, Western","Balochi, Western",S,20
17177,PK,bgq,0,Bagri,Bagri,S,
17177,PK,guj,0,Gujarati,Gujarati,S,150
17177,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,10020
17177,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,17080
17177,PK,kas,0,Kashmiri,Kashmiri,S,220
17177,PK,kfr,0,Kacchi,Kacchi,S,7360
17177,PK,mki,0,Dhatki,Dhatki,S,1120
17177,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,25700
17177,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,3570
17177,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,15990
17177,PK,pnb,0,"Punjabi, Western","Punjabi, Western",P,417642
17177,PK,pst,0,"Pashto, Central","Pashto, Central",S,700
17177,PK,scl,0,Shina,Shina,S,460
17177,PK,skr,0,Saraiki,Saraiki,S,284030
17177,PK,snd,0,Sindhi,Sindhi,S,69050
17177,PK,urd,0,Urdu,Urdu,S,82598
17210,PK,ggg,0,Gurgula,Gurgula,S,20
17210,PK,gjk,0,"Koli, Kachi","Koli, Kachi",S,200
17210,PK,kfr,0,Kacchi,Kacchi,S,740
17210,PK,kvx,0,"Koli, Parkari","Koli, Parkari",S,420
17210,PK,mki,0,Dhatki,Dhatki,S,4000
17210,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,160
17210,PK,skr,0,Saraiki,Saraiki,S,300
17210,PK,snd,0,Sindhi,Sindhi,P,22600
17220,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,2150
17220,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,8030
17220,PK,pst,0,"Pashto, Central","Pashto, Central",S,150
17220,PK,skr,0,Saraiki,Saraiki,P,55060
17220,PK,urd,0,Urdu,Urdu,S,3800
17247,PK,bgq,0,Bagri,Bagri,S,
17247,PK,gjk,0,"Koli, Kachi","Koli, Kachi",S,770
17247,PK,kfr,0,Kacchi,Kacchi,S,5700
17247,PK,kvx,0,"Koli, Parkari","Koli, Parkari",S,3400
17247,PK,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,480
17247,PK,mki,0,Dhatki,Dhatki,S,92900
17247,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,150
17247,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,910
17247,PK,skr,0,Saraiki,Saraiki,S,3530
17247,PK,snd,0,Sindhi,Sindhi,P,165840
17247,PK,urd,0,Urdu,Urdu,S,600
17294,PK,ggg,0,Gurgula,Gurgula,S,40
17294,PK,gjk,0,"Koli, Kachi","Koli, Kachi",S,400
17294,PK,kfr,0,Kacchi,Kacchi,S,570
17294,PK,kvx,0,"Koli, Parkari","Koli, Parkari",S,1800
17294,PK,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,320
17294,PK,mki,0,Dhatki,Dhatki,S,3450
17294,PK,skr,0,Saraiki,Saraiki,S,250
17294,PK,snd,0,Sindhi,Sindhi,P,31590
17294,PK,urd,0,Urdu,Urdu,S,80
17301,PK,mki,0,Dhatki,Dhatki,S,1750
17301,PK,snd,0,Sindhi,Sindhi,P,2760
17316,PK,kfr,0,Kacchi,Kacchi,S,2800
17316,PK,mki,0,Dhatki,Dhatki,S,38900
17316,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,1950
17316,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,2870
17316,PK,skr,0,Saraiki,Saraiki,S,11700
17316,PK,snd,0,Sindhi,Sindhi,P,66900
17316,PK,urd,0,Urdu,Urdu,S,500
17318,PK,hno,0,"Hindko, Northern","Hindko, Northern",P,500
17318,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,440
17318,PK,scl,0,Shina,Shina,S,270
17321,PK,bft,0,Balti,Balti,S,480
17321,PK,gju,0,Gujari,Gujari,S,480
17321,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,4000
17321,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,10580
17321,PK,kas,0,Kashmiri,Kashmiri,S,2670
17321,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,180
17321,PK,phr,0,Pahari-Potwari,Pahari-Potwari,P,23230
17321,PK,scl,0,Shina,Shina,S,2130
17321,PK,urd,0,Urdu,Urdu,S,2380
17325,PK,gjk,0,"Koli, Kachi","Koli, Kachi",S,800
17325,PK,kfr,0,Kacchi,Kacchi,S,27300
17325,PK,kvx,0,"Koli, Parkari","Koli, Parkari",S,130
17325,PK,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,260
17325,PK,mki,0,Dhatki,Dhatki,S,147400
17325,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,900
17325,PK,skr,0,Saraiki,Saraiki,S,2700
17325,PK,snd,0,Sindhi,Sindhi,P,219400
17325,PK,urd,0,Urdu,Urdu,S,250
17328,PK,mki,0,Dhatki,Dhatki,S,890
17328,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,100
17328,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,1800
17328,PK,snd,0,Sindhi,Sindhi,P,21270
17328,PK,urd,0,Urdu,Urdu,S,12230
17334,PK,mki,0,Dhatki,Dhatki,S,660
17334,PK,snd,0,Sindhi,Sindhi,P,670
17345,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,600
17345,PK,skr,0,Saraiki,Saraiki,P,3170
17379,PK,kfr,0,Kacchi,Kacchi,S,450
17379,PK,mki,0,Dhatki,Dhatki,S,5400
17379,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,280
17379,PK,rwr,0,"Marwari (India)","Marwari (India)",S,900
17379,PK,skr,0,Saraiki,Saraiki,S,720
17379,PK,snd,0,Sindhi,Sindhi,P,16710
17380,PK,kfr,0,Kacchi,Kacchi,S,2400
17380,PK,mki,0,Dhatki,Dhatki,S,32400
17380,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,1900
17380,PK,rwr,0,"Marwari (India)","Marwari (India)",S,50
17380,PK,skr,0,Saraiki,Saraiki,S,1250
17380,PK,snd,0,Sindhi,Sindhi,P,46500
17405,PK,kfr,0,Kacchi,Kacchi,S,60
17405,PK,mki,0,Dhatki,Dhatki,S,400
17405,PK,snd,0,Sindhi,Sindhi,P,9050
17407,PK,mki,0,Dhatki,Dhatki,S,260
17407,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,1260
17407,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,120
17407,PK,skr,0,Saraiki,Saraiki,P,5270
17407,PK,snd,0,Sindhi,Sindhi,S,50
17409,PK,bgq,0,Bagri,Bagri,S,
17409,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,60
17409,PK,mki,0,Dhatki,Dhatki,S,220
17409,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,7590
17409,PK,pnb,0,"Punjabi, Western","Punjabi, Western",P,176350
17409,PK,skr,0,Saraiki,Saraiki,S,100630
17409,PK,snd,0,Sindhi,Sindhi,S,8710
17409,PK,urd,0,Urdu,Urdu,S,26390
17410,PK,kfr,0,Kacchi,Kacchi,S,800
17410,PK,mki,0,Dhatki,Dhatki,S,6950
17410,PK,skr,0,Saraiki,Saraiki,S,250
17410,PK,snd,0,Sindhi,Sindhi,P,15840
17419,PK,bft,0,Balti,Balti,P,120900
17419,PK,gju,0,Gujari,Gujari,S,400
17419,PK,prx,0,Purig,Purig,S,1600
17419,PK,scl,0,Shina,Shina,S,1900
17420,PK,kfr,0,Kacchi,Kacchi,S,780
17420,PK,mki,0,Dhatki,Dhatki,S,240
17420,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,900
17420,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,8700
17420,PK,skr,0,Saraiki,Saraiki,S,1520
17420,PK,snd,0,Sindhi,Sindhi,S,32410
17420,PK,urd,0,Urdu,Urdu,P,42110
17428,PK,bft,0,Balti,Balti,S,200
17428,PK,hno,0,"Hindko, Northern","Hindko, Northern",P,7760
17428,PK,kas,0,Kashmiri,Kashmiri,S,900
17428,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,190
17428,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,4950
17428,PK,scl,0,Shina,Shina,S,1630
17428,PK,urd,0,Urdu,Urdu,S,330
17443,PK,bft,0,Balti,Balti,P,48600
17443,PK,gju,0,Gujari,Gujari,S,1600
17443,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,40
17443,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,80
17443,PK,prx,0,Purig,Purig,S,1360
17443,PK,scl,0,Shina,Shina,S,1020
17445,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,500
17445,PK,skr,0,Saraiki,Saraiki,P,2020
17446,PK,bgq,0,Bagri,Bagri,S,
17446,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,250
17446,PK,kfr,0,Kacchi,Kacchi,S,480
17446,PK,mki,0,Dhatki,Dhatki,S,1010
17446,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,1000
17446,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,250
17446,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,14160
17446,PK,skr,0,Saraiki,Saraiki,S,15170
17446,PK,snd,0,Sindhi,Sindhi,P,25450
17446,PK,urd,0,Urdu,Urdu,S,16370
17455,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,300
17455,PK,skr,0,Saraiki,Saraiki,P,1300
17463,PK,kfr,0,Kacchi,Kacchi,S,300
17463,PK,mki,0,Dhatki,Dhatki,S,420
17463,PK,snd,0,Sindhi,Sindhi,P,1080
17476,PK,mki,0,Dhatki,Dhatki,S,80
17476,PK,skr,0,Saraiki,Saraiki,S,60
17476,PK,snd,0,Sindhi,Sindhi,P,1615
17476,PK,urd,0,Urdu,Urdu,S,1010
17478,PK,mki,0,Dhatki,Dhatki,S,40
17478,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,40
17478,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,260
17478,PK,skr,0,Saraiki,Saraiki,S,320
17478,PK,snd,0,Sindhi,Sindhi,S,1264
17478,PK,urd,0,Urdu,Urdu,P,1720
17482,PK,bgp,0,"Balochi, Eastern","Balochi, Eastern",S,30
17482,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,7500
17482,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,11730
17482,PK,mki,0,Dhatki,Dhatki,S,520
17482,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,2470
17482,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,13750
17482,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,300
17482,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,10720
17482,PK,pst,0,"Pashto, Central","Pashto, Central",S,1840
17482,PK,skr,0,Saraiki,Saraiki,P,22250
17482,PK,snd,0,Sindhi,Sindhi,S,13110
17482,PK,urd,0,Urdu,Urdu,S,14220
17484,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,1440
17484,PK,skr,0,Saraiki,Saraiki,P,8350
17484,PK,urd,0,Urdu,Urdu,S,550
17485,PK,bgq,0,Bagri,Bagri,S,
17485,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,2100
17485,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,2660
17485,PK,kfr,0,Kacchi,Kacchi,S,300
17485,PK,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,340
17485,PK,mki,0,Dhatki,Dhatki,S,950
17485,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,12400
17485,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,680
17485,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,7950
17485,PK,pnb,0,"Punjabi, Western","Punjabi, Western",P,371980
17485,PK,pst,0,"Pashto, Central","Pashto, Central",S,100
17485,PK,skr,0,Saraiki,Saraiki,S,128470
17485,PK,snd,0,Sindhi,Sindhi,S,38110
17485,PK,urd,0,Urdu,Urdu,S,43440
17487,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,390
17487,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,160
17487,PK,kas,0,Kashmiri,Kashmiri,S,25
17487,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,580
17487,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,1530
17487,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,80
17487,PK,skr,0,Saraiki,Saraiki,P,1980
17487,PK,snd,0,Sindhi,Sindhi,S,100
17487,PK,urd,0,Urdu,Urdu,S,60
17488,PK,mki,0,Dhatki,Dhatki,S,60
17488,PK,snd,0,Sindhi,Sindhi,P,2010
17493,PK,snd,0,Sindhi,Sindhi,P,820
17493,PK,urd,0,Urdu,Urdu,S,270
17499,PK,bgq,0,Bagri,Bagri,S,
17499,PK,gig,0,Goaria,Goaria,S,800
17499,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,4550
17499,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,7430
17499,PK,kfr,0,Kacchi,Kacchi,S,640
17499,PK,kvx,0,"Koli, Parkari","Koli, Parkari",S,140
17499,PK,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,880
17499,PK,mki,0,Dhatki,Dhatki,S,3300
17499,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,4840
17499,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,2900
17499,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,600
17499,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,36226
17499,PK,pst,0,"Pashto, Central","Pashto, Central",S,1440
17499,PK,skr,0,Saraiki,Saraiki,S,19420
17499,PK,snd,0,Sindhi,Sindhi,P,95360
17499,PK,urd,0,Urdu,Urdu,S,57280
17502,PK,kfr,0,Kacchi,Kacchi,S,80
17502,PK,mki,0,Dhatki,Dhatki,P,1550
17502,PK,snd,0,Sindhi,Sindhi,S,1310
17503,PK,bgq,0,Bagri,Bagri,S,
17503,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,2750
17503,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,460
17503,PK,mki,0,Dhatki,Dhatki,S,1280
17503,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,9950
17503,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,300
17503,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,1950
17503,PK,pnb,0,"Punjabi, Western","Punjabi, Western",P,270100
17503,PK,skr,0,Saraiki,Saraiki,S,137660
17503,PK,snd,0,Sindhi,Sindhi,S,34130
17503,PK,urd,0,Urdu,Urdu,S,45480
17504,PK,mki,0,Dhatki,Dhatki,S,260
17504,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,540
17504,PK,snd,0,Sindhi,Sindhi,P,2780
17504,PK,urd,0,Urdu,Urdu,S,2342
17510,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,150
17510,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,40
17510,PK,skr,0,Saraiki,Saraiki,P,1220
17513,PK,bgq,0,Bagri,Bagri,S,
17513,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,16080
17513,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,10600
17513,PK,kas,0,Kashmiri,Kashmiri,S,300
17513,PK,kfr,0,Kacchi,Kacchi,S,740
17513,PK,mki,0,Dhatki,Dhatki,S,1950
17513,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,4900
17513,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,1600
17513,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,37820
17513,PK,pnb,0,"Punjabi, Western","Punjabi, Western",P,186410
17513,PK,pst,0,"Pashto, Central","Pashto, Central",S,1550
17513,PK,skr,0,Saraiki,Saraiki,S,77110
17513,PK,snd,0,Sindhi,Sindhi,S,50970
17513,PK,urd,0,Urdu,Urdu,S,43470
17514,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,550
17514,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,240
17514,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,270
17514,PK,skr,0,Saraiki,Saraiki,P,1660
17518,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,60
17518,PK,mki,0,Dhatki,Dhatki,S,70
17518,PK,snd,0,Sindhi,Sindhi,S,790
17518,PK,urd,0,Urdu,Urdu,P,1040
17519,PK,bgq,0,Bagri,Bagri,S,
17519,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,28290
17519,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,36640
17519,PK,kfr,0,Kacchi,Kacchi,S,910
17519,PK,kvx,0,"Koli, Parkari","Koli, Parkari",S,100
17519,PK,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,400
17519,PK,mki,0,Dhatki,Dhatki,S,3200
17519,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,34750
17519,PK,pbu,0,"Pashto, Northern","Pashto, Northern",S,11320
17519,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,17210
17519,PK,plk,0,"Shina, Kohistani","Shina, Kohistani",S,120
17519,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,472880
17519,PK,pst,0,"Pashto, Central","Pashto, Central",S,900
17519,PK,skr,0,Saraiki,Saraiki,P,480050
17519,PK,snd,0,Sindhi,Sindhi,S,72700
17519,PK,urd,0,Urdu,Urdu,S,102630
17522,PK,mki,0,Dhatki,Dhatki,S,180
17522,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,110
17522,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,1480
17522,PK,skr,0,Saraiki,Saraiki,S,1930
17522,PK,snd,0,Sindhi,Sindhi,P,3330
17522,PK,urd,0,Urdu,Urdu,S,2306
17527,PK,bgq,0,Bagri,Bagri,S,
17527,PK,gig,0,Goaria,Goaria,S,180
17527,PK,kfr,0,Kacchi,Kacchi,S,1720
17527,PK,kvx,0,"Koli, Parkari","Koli, Parkari",S,160
17527,PK,kxp,0,"Koli, Wadiyari","Koli, Wadiyari",S,350
17527,PK,mki,0,Dhatki,Dhatki,S,106250
17527,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,5000
17527,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,20870
17527,PK,rwr,0,"Marwari (India)","Marwari (India)",S,5400
17527,PK,skr,0,Saraiki,Saraiki,S,35040
17527,PK,snd,0,Sindhi,Sindhi,P,211830
17527,PK,urd,0,Urdu,Urdu,S,1200
17530,PK,guj,0,Gujarati,Gujarati,S,80
17530,PK,kfr,0,Kacchi,Kacchi,S,9250
17530,PK,mki,0,Dhatki,Dhatki,S,5800
17530,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,1700
17530,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,600
17530,PK,skr,0,Saraiki,Saraiki,S,1200
17530,PK,snd,0,Sindhi,Sindhi,P,111080
17530,PK,urd,0,Urdu,Urdu,S,38500
17531,PK,mki,0,Dhatki,Dhatki,S,1500
17531,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,200
17531,PK,skr,0,Saraiki,Saraiki,S,250
17531,PK,snd,0,Sindhi,Sindhi,P,4640
17532,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,700
17532,PK,hno,0,"Hindko, Northern","Hindko, Northern",S,440
17532,PK,mki,0,Dhatki,Dhatki,S,720
17532,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,3900
17532,PK,phr,0,Pahari-Potwari,Pahari-Potwari,S,850
17532,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,27340
17532,PK,skr,0,Saraiki,Saraiki,P,32360
17532,PK,snd,0,Sindhi,Sindhi,S,14160
17532,PK,urd,0,Urdu,Urdu,S,11250
17543,PK,hnd,0,"Hindko, Southern","Hindko, Southern",S,30
17543,PK,mki,0,Dhatki,Dhatki,S,420
17543,PK,mve,0,"Marwari (Pakistan)","Marwari (Pakistan)",S,270
17543,PK,pnb,0,"Punjabi, Western","Punjabi, Western",S,8450
17543,PK,skr,0,Saraiki,Saraiki,S,6410
17543,PK,snd,0,Sindhi,Sindhi,P,9490
17543,PK,urd,0,Urdu,Urdu,S,6000
17545,PK,mki,0,Dhatki,Dhatki,S,30
